                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                      1,                 1.3746,                 2.1822,                0.94914,                0.55341,                0.45873,                0.50261,                 0.3189,                 1.7537,                 3.7722,                0.96451,              4.998e-05,              4.998e-05,              4.998e-05
                      2,                  1.585,                 2.1444,                0.95491,                0.88345,                  0.445,                0.50124,                0.31685,                 1.6883,                 3.5093,                0.95011,             0.00010722,             0.00010722,             0.00010722
