                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     18,                 1.4748,                 2.2952,                  1.407,                0.82471,                0.63089,                0.70117,                0.55045,                 1.1179,                 3.4798,                0.97398,             0.00024248,             0.00024248,             0.00024248
                     19,                 1.3697,                 2.0612,                 1.1282,                0.90201,                0.65313,                 0.6995,                  0.545,                 1.1325,                 2.7467,                0.97044,             0.00025329,             0.00025329,             0.00025329
                     20,                 1.2924,                 2.0432,                 1.1654,                0.90201,                0.65313,                 0.6995,                  0.545,                 1.1325,                 2.7467,                0.97044,             0.00026376,             0.00026376,             0.00026376
                     21,                  1.424,                 1.9245,                 1.2121,                0.80263,                0.71727,                0.69365,                0.54084,                 1.1349,                 2.2401,                0.97181,             0.00027391,             0.00027391,             0.00027391
                     22,                 1.2678,                 1.6957,                 1.1112,                0.80263,                0.71727,                0.69365,                0.54084,                 1.1349,                 2.2401,                0.97181,             0.00028372,             0.00028372,             0.00028372
                     23,                 1.2701,                 1.7897,                 1.2468,                0.39284,                0.73043,                 0.7047,                 0.5548,                 1.1237,                 2.0263,                 0.9763,             0.00029321,             0.00029321,             0.00029321
                     24,                 1.1759,                 1.6398,                 1.0508,                0.39284,                0.73043,                 0.7047,                 0.5548,                 1.1237,                 2.0263,                 0.9763,             0.00030236,             0.00030236,             0.00030236
                     25,                 1.3897,                 1.8863,                 1.3206,                 0.9367,                0.40889,                0.48367,                0.36314,                 1.1383,                 1.8034,                 0.9837,             0.00031119,             0.00031119,             0.00031119
                     26,                 1.3024,                 1.8976,                 1.1969,                 0.9367,                0.40889,                0.48367,                0.36314,                 1.1383,                 1.8034,                 0.9837,             0.00031968,             0.00031968,             0.00031968
                     27,                 1.3265,                 1.7728,                 1.1857,                 0.9367,                0.40889,                0.48367,                0.36314,                 1.1383,                 1.8034,                 0.9837,             0.00032785,             0.00032785,             0.00032785
                     28,                 1.3453,                 1.6413,                  1.185,                0.92199,                0.38015,                0.44777,                0.31644,                 1.1736,                 1.7216,                 0.9948,             0.00033569,             0.00033569,             0.00033569
                     29,                 1.2934,                 1.6122,                 1.1863,                0.92199,                0.38015,                0.44777,                0.31644,                 1.1736,                 1.7216,                 0.9948,             0.00034319,             0.00034319,             0.00034319
                     30,                 1.0951,                 1.5848,                 1.1376,                0.89215,                0.42404,                0.48526,                0.35057,                 1.1772,                  1.669,                0.99774,             0.00035037,             0.00035037,             0.00035037
                     31,                 1.1577,                  1.458,                 1.1408,                0.89215,                0.42404,                0.48526,                0.35057,                 1.1772,                  1.669,                0.99774,             0.00035722,             0.00035722,             0.00035722
                     32,                  1.295,                 1.5305,                 1.1315,                0.89215,                0.42404,                0.48526,                0.35057,                 1.1772,                  1.669,                0.99774,             0.00036373,             0.00036373,             0.00036373
                     33,                 1.2614,                 1.5053,                 1.2285,                0.42484,                0.64994,                0.51351,                0.36114,                 1.1685,                 1.4691,                0.99394,             0.00036992,             0.00036992,             0.00036992
                     34,                 1.2249,                 1.6163,                 1.1603,                0.42484,                0.64994,                0.51351,                0.36114,                 1.1685,                 1.4691,                0.99394,             0.00037578,             0.00037578,             0.00037578
                     35,                 1.2221,                 1.5828,                 1.1038,                0.42484,                0.64994,                0.51351,                0.36114,                 1.1685,                 1.4691,                0.99394,              0.0003813,              0.0003813,              0.0003813
                     36,                 1.1809,                 1.4371,                 1.1116,                0.43109,                0.68711,                0.53092,                0.37409,                 1.1524,                 1.3817,                0.98288,              0.0003865,              0.0003865,              0.0003865
                     37,                 1.2244,                  1.474,                 1.1205,                0.43109,                0.68711,                0.53092,                0.37409,                 1.1524,                 1.3817,                0.98288,             0.00039137,             0.00039137,             0.00039137
                     38,                 1.1005,                 1.2883,                 1.0856,                0.43109,                0.68711,                0.53092,                0.37409,                 1.1524,                 1.3817,                0.98288,              0.0003959,              0.0003959,              0.0003959
                     39,                 1.3637,                 1.5246,                 1.1562,                0.65749,                0.46294,                0.52975,                0.36549,                 1.2208,                 1.3611,                 0.9984,             0.00040011,             0.00040011,             0.00040011
                     40,                 1.0536,                 1.3478,                 1.0827,                0.65749,                0.46294,                0.52975,                0.36549,                 1.2208,                 1.3611,                 0.9984,             0.00040399,             0.00040399,             0.00040399
                     41,                 1.2405,                 1.4146,                 1.1275,                0.65749,                0.46294,                0.52975,                0.36549,                 1.2208,                 1.3611,                 0.9984,             0.00040754,             0.00040754,             0.00040754
                     42,                 1.1452,                 1.4087,                 1.1474,                0.86838,                0.42691,                0.50274,                0.35434,                 1.2104,                 1.4094,                0.99833,             0.00041075,             0.00041075,             0.00041075
                     43,                 1.1023,                 1.4075,                 1.1542,                0.86838,                0.42691,                0.50274,                0.35434,                 1.2104,                 1.4094,                0.99833,             0.00041364,             0.00041364,             0.00041364
                     44,                 1.1685,                 1.3839,                 1.1195,                0.86838,                0.42691,                0.50274,                0.35434,                 1.2104,                 1.4094,                0.99833,              0.0004162,              0.0004162,              0.0004162
                     45,                 1.2482,                  1.364,                 1.1535,                0.86838,                0.42691,                0.50274,                0.35434,                 1.2104,                 1.4094,                0.99833,             0.00041843,             0.00041843,             0.00041843
                     46,                 1.1926,                 1.3942,                 1.1728,                0.34124,                0.72436,                0.47984,                0.34567,                 1.1232,                 1.4468,                0.99192,             0.00042033,             0.00042033,             0.00042033
                     47,                 1.1522,                 1.3644,                 1.1672,                0.34124,                0.72436,                0.47984,                0.34567,                 1.1232,                 1.4468,                0.99192,              0.0004219,              0.0004219,              0.0004219
                     48,                 1.2216,                 1.3742,                 1.1788,                0.34124,                0.72436,                0.47984,                0.34567,                 1.1232,                 1.4468,                0.99192,             0.00042313,             0.00042313,             0.00042313
                     49,                 1.1412,                 1.3318,                 1.0899,                0.34124,                0.72436,                0.47984,                0.34567,                 1.1232,                 1.4468,                0.99192,             0.00042404,             0.00042404,             0.00042404
                     50,                 1.1812,                 1.2646,                  1.116,                0.39695,                0.73718,                0.54165,                0.38712,                  1.128,                 1.2471,                0.98928,             0.00042462,             0.00042462,             0.00042462
                     51,                 1.0647,                 1.2265,                 1.1675,                0.39695,                0.73718,                0.54165,                0.38712,                  1.128,                 1.2471,                0.98928,             0.00042066,             0.00042066,             0.00042066
                     52,                 1.0672,                 1.1948,                 1.0809,                0.39695,                0.73718,                0.54165,                0.38712,                  1.128,                 1.2471,                0.98928,             0.00041242,             0.00041242,             0.00041242
                     53,                  1.113,                 1.1782,                 1.0701,                0.39695,                0.73718,                0.54165,                0.38712,                  1.128,                 1.2471,                0.98928,             0.00040417,             0.00040417,             0.00040417
                     54,                 1.1631,                 1.3247,                 1.1919,                0.48111,                0.73718,                0.69557,                0.50808,                 1.1407,                   1.24,                0.99673,             0.00039592,             0.00039592,             0.00039592
                     55,                 1.1364,                 1.1934,                 1.2149,                0.48111,                0.73718,                0.69557,                0.50808,                 1.1407,                   1.24,                0.99673,             0.00038768,             0.00038768,             0.00038768
                     56,                 1.0528,                 1.1573,                 1.0451,                0.48111,                0.73718,                0.69557,                0.50808,                 1.1407,                   1.24,                0.99673,             0.00037943,             0.00037943,             0.00037943
                     57,                 1.1423,                 1.2709,                 1.1061,                0.48111,                0.73718,                0.69557,                0.50808,                 1.1407,                   1.24,                0.99673,             0.00037118,             0.00037118,             0.00037118
                     58,                 1.0486,                 1.1956,                 1.1709,                 0.6513,                0.41449,                0.68506,                0.52664,                 1.1274,                 1.1891,                 1.0053,             0.00036294,             0.00036294,             0.00036294
                     59,                 1.0618,                 1.2655,                 1.1266,                 0.6513,                0.41449,                0.68506,                0.52664,                 1.1274,                 1.1891,                 1.0053,             0.00035469,             0.00035469,             0.00035469
                     60,                 1.0642,                 1.2195,                 1.0364,                 0.6513,                0.41449,                0.68506,                0.52664,                 1.1274,                 1.1891,                 1.0053,             0.00034644,             0.00034644,             0.00034644
                     61,                 1.1967,                 1.3079,                  1.255,                 0.6513,                0.41449,                0.68506,                0.52664,                 1.1274,                 1.1891,                 1.0053,              0.0003382,              0.0003382,              0.0003382
                     62,                0.97074,                 1.0701,                 1.1336,                0.92579,                0.38907,                0.67784,                0.49614,                 1.1499,                 1.1531,                 1.0195,             0.00032995,             0.00032995,             0.00032995
                     63,                 1.0644,                 1.2445,                 1.1914,                0.92579,                0.38907,                0.67784,                0.49614,                 1.1499,                 1.1531,                 1.0195,              0.0003217,              0.0003217,              0.0003217
                     64,                 1.0259,                 1.0888,                 1.1413,                0.92579,                0.38907,                0.67784,                0.49614,                 1.1499,                 1.1531,                 1.0195,             0.00031346,             0.00031346,             0.00031346
                     65,                 1.1108,                 1.1483,                 1.1484,                0.92579,                0.38907,                0.67784,                0.49614,                 1.1499,                 1.1531,                 1.0195,             0.00030521,             0.00030521,             0.00030521
                     66,                  1.068,                 1.0934,                 1.0407,                0.93703,                0.37719,                0.49449,                0.34724,                 1.1868,                 1.1909,                 1.0347,             0.00029696,             0.00029696,             0.00029696
                     67,                 1.0135,                 1.0033,                 1.1095,                0.93703,                0.37719,                0.49449,                0.34724,                 1.1868,                 1.1909,                 1.0347,             0.00028872,             0.00028872,             0.00028872
                     68,                0.96332,                0.96338,                0.99292,                0.93703,                0.37719,                0.49449,                0.34724,                 1.1868,                 1.1909,                 1.0347,             0.00028047,             0.00028047,             0.00028047
                     69,                 1.1475,                 1.2358,                 1.2268,                0.93703,                0.37719,                0.49449,                0.34724,                 1.1868,                 1.1909,                 1.0347,             0.00027222,             0.00027222,             0.00027222
                     70,                 1.0291,                 1.0652,                 1.1551,                0.93604,                0.37719,                0.50971,                0.35514,                 1.1668,                 1.1464,                 1.0186,             0.00026398,             0.00026398,             0.00026398
                     71,                 1.1273,                 1.0829,                 1.1268,                0.93604,                0.37719,                0.50971,                0.35514,                 1.1668,                 1.1464,                 1.0186,             0.00025573,             0.00025573,             0.00025573
                     72,                 1.0796,                 1.1711,                 1.1609,                0.93604,                0.37719,                0.50971,                0.35514,                 1.1668,                 1.1464,                 1.0186,             0.00024748,             0.00024748,             0.00024748
                     73,                 1.0515,                 1.0508,                 1.1062,                0.93604,                0.37719,                0.50971,                0.35514,                 1.1668,                 1.1464,                 1.0186,             0.00023924,             0.00023924,             0.00023924
                     74,                0.96911,                0.98619,                 1.1017,                0.69313,                0.44872,                0.50427,                0.34863,                 1.1483,                 1.0271,                 1.0046,             0.00023099,             0.00023099,             0.00023099
                     75,                 1.0216,                 1.0099,                 1.0604,                0.69313,                0.44872,                0.50427,                0.34863,                 1.1483,                 1.0271,                 1.0046,             0.00022274,             0.00022274,             0.00022274
                     76,                 1.0145,                0.98867,                 1.0653,                0.69313,                0.44872,                0.50427,                0.34863,                 1.1483,                 1.0271,                 1.0046,              0.0002145,              0.0002145,              0.0002145
                     77,                 1.1389,                 1.2208,                 1.1744,                0.69313,                0.44872,                0.50427,                0.34863,                 1.1483,                 1.0271,                 1.0046,             0.00020625,             0.00020625,             0.00020625
                     78,                0.98471,                0.99051,                 1.1019,                0.67819,                0.44872,                0.49775,                0.34526,                  1.124,                0.98041,                0.99348,               0.000198,               0.000198,               0.000198
                     79,                0.99833,                0.99538,                 1.1021,                0.67819,                0.44872,                0.49775,                0.34526,                  1.124,                0.98041,                0.99348,             0.00018976,             0.00018976,             0.00018976
                     80,                0.99579,                0.98999,                 1.0592,                0.67819,                0.44872,                0.49775,                0.34526,                  1.124,                0.98041,                0.99348,             0.00018151,             0.00018151,             0.00018151
                     81,                0.97893,                  1.032,                 1.1465,                0.67819,                0.44872,                0.49775,                0.34526,                  1.124,                0.98041,                0.99348,             0.00017326,             0.00017326,             0.00017326
                     82,                0.97756,                0.98109,                 1.0576,                0.68929,                0.44863,                0.50824,                0.35588,                 1.1272,                0.94603,                0.99289,             0.00016502,             0.00016502,             0.00016502
                     83,                 1.0784,                 1.0778,                 1.1018,                0.68929,                0.44863,                0.50824,                0.35588,                 1.1272,                0.94603,                0.99289,             0.00015677,             0.00015677,             0.00015677
                     84,                 1.0135,                0.92025,                 1.0989,                0.68929,                0.44863,                0.50824,                0.35588,                 1.1272,                0.94603,                0.99289,             0.00014852,             0.00014852,             0.00014852
                     85,                  1.038,                0.97904,                 1.0497,                0.68929,                0.44863,                0.50824,                0.35588,                 1.1272,                0.94603,                0.99289,             0.00014028,             0.00014028,             0.00014028
                     86,                 1.1401,                 1.1113,                 1.1724,                0.68044,                0.44872,                 0.5196,                0.36613,                 1.1352,                0.95392,                0.99113,             0.00013203,             0.00013203,             0.00013203
                     87,                 1.0813,                0.99311,                 1.1045,                0.68044,                0.44872,                 0.5196,                0.36613,                 1.1352,                0.95392,                0.99113,             0.00012378,             0.00012378,             0.00012378
                     88,                0.97046,                 1.0767,                0.95812,                0.68044,                0.44872,                 0.5196,                0.36613,                 1.1352,                0.95392,                0.99113,             0.00011554,             0.00011554,             0.00011554
                     89,                 1.0659,                 1.0019,                 1.0788,                0.68044,                0.44872,                 0.5196,                0.36613,                 1.1352,                0.95392,                0.99113,             0.00010729,             0.00010729,             0.00010729
                     90,                 1.0358,                0.99544,                 1.2086,                0.67522,                0.43556,                0.51119,                0.36136,                 1.1535,                0.97436,                0.99359,             9.9044e-05,             9.9044e-05,             9.9044e-05
                     91,                0.96074,                 1.0689,                 1.0285,                0.67522,                0.43556,                0.51119,                0.36136,                 1.1535,                0.97436,                0.99359,             9.0797e-05,             9.0797e-05,             9.0797e-05
                     92,                0.94743,                0.98322,                  1.054,                0.67522,                0.43556,                0.51119,                0.36136,                 1.1535,                0.97436,                0.99359,              8.255e-05,              8.255e-05,              8.255e-05
                     93,                 1.0348,                 1.0492,                 1.1291,                0.67522,                0.43556,                0.51119,                0.36136,                 1.1535,                0.97436,                0.99359,             7.4304e-05,             7.4304e-05,             7.4304e-05
                     94,                0.90079,                 1.0255,                0.99959,                0.67615,                0.43554,                0.51204,                0.35848,                  1.178,                0.99666,                 0.9971,             6.6057e-05,             6.6057e-05,             6.6057e-05
                     95,                0.91697,                0.92055,                 1.0574,                0.67615,                0.43554,                0.51204,                0.35848,                  1.178,                0.99666,                 0.9971,              5.781e-05,              5.781e-05,              5.781e-05
                     96,                0.99052,                  1.041,                 1.0598,                0.67615,                0.43554,                0.51204,                0.35848,                  1.178,                0.99666,                 0.9971,             4.9564e-05,             4.9564e-05,             4.9564e-05
                     97,                0.95667,                 1.0077,                 1.0448,                0.67615,                0.43554,                0.51204,                0.35848,                  1.178,                0.99666,                 0.9971,             4.1317e-05,             4.1317e-05,             4.1317e-05
                     98,                0.88225,                0.91933,                 1.0169,                0.67404,                0.44873,                 0.5124,                 0.3574,                 1.1946,                  1.005,                 1.0006,              3.307e-05,              3.307e-05,              3.307e-05
                     99,                0.95365,                0.95686,                 1.0919,                0.67404,                0.44873,                 0.5124,                 0.3574,                 1.1946,                  1.005,                 1.0006,             2.4823e-05,             2.4823e-05,             2.4823e-05
                    100,                0.89162,                0.91203,                 1.0549,                0.67404,                0.44873,                 0.5124,                 0.3574,                 1.1946,                  1.005,                 1.0006,             1.6577e-05,             1.6577e-05,             1.6577e-05
