                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    151,                 1.0057,                0.80575,                0.97885,                0.67736,                0.41667,                0.48143,                0.29728,                  1.368,                0.87901,                0.90836,             0.00042066,             0.00042066,             0.00042066
                    152,                 1.2165,                0.98025,                 1.3927,                0.67188,                0.42949,                0.48642,                0.30484,                 1.3554,                0.85447,                0.90684,             0.00041792,             0.00041792,             0.00041792
                    153,                0.88894,                 1.1018,                 1.0252,                0.67188,                0.42949,                0.48642,                0.30484,                 1.3554,                0.85447,                0.90684,             0.00041517,             0.00041517,             0.00041517
                    154,                0.90513,                0.76249,                 1.1434,                0.64872,                0.44872,                0.52202,                0.32868,                 1.3996,                 0.8239,                0.92709,             0.00041242,             0.00041242,             0.00041242
                    155,                0.90238,                0.70815,                0.94719,                0.64872,                0.44872,                0.52202,                0.32868,                 1.3996,                 0.8239,                0.92709,             0.00040967,             0.00040967,             0.00040967
                    156,                0.77047,                0.72916,                0.89539,                0.64395,                0.44872,                0.58183,                0.37074,                 1.3267,                0.79045,                0.91063,             0.00040692,             0.00040692,             0.00040692
                    157,                0.82679,                0.60017,                 1.0493,                0.64395,                0.44872,                0.58183,                0.37074,                 1.3267,                0.79045,                0.91063,             0.00040417,             0.00040417,             0.00040417
                    158,                 1.3532,                 1.9402,                 1.2898,                0.65811,                0.44872,                 0.5738,                0.36427,                 1.2917,                0.77845,                0.90385,             0.00040142,             0.00040142,             0.00040142
                    159,                0.81751,                0.71283,                0.86784,                0.65811,                0.44872,                 0.5738,                0.36427,                 1.2917,                0.77845,                0.90385,             0.00039867,             0.00039867,             0.00039867
                    160,                0.96211,                0.80727,                 1.1247,                0.66629,                0.44872,                0.52751,                0.32518,                 1.3477,                0.78217,                 0.9196,             0.00039592,             0.00039592,             0.00039592
                    161,                0.91107,                 1.1898,                  1.211,                0.66629,                0.44872,                0.52751,                0.32518,                 1.3477,                0.78217,                 0.9196,             0.00039318,             0.00039318,             0.00039318
                    162,                 1.0766,                0.76598,                  1.019,                0.93501,                0.45513,                0.52324,                0.32001,                 1.4115,                0.77982,                0.93709,             0.00039043,             0.00039043,             0.00039043
                    163,                0.90445,                0.70664,                0.95405,                0.93501,                0.45513,                0.52324,                0.32001,                 1.4115,                0.77982,                0.93709,             0.00038768,             0.00038768,             0.00038768
                    164,                0.89842,                0.69966,                 1.1426,                 0.9549,                0.45513,                0.54378,                0.33136,                 1.3553,                0.78705,                0.92601,             0.00038493,             0.00038493,             0.00038493
                    165,                0.88448,                0.66965,                0.95613,                 0.9549,                0.45513,                0.54378,                0.33136,                 1.3553,                0.78705,                0.92601,             0.00038218,             0.00038218,             0.00038218
                    166,                0.90368,                0.76453,                 1.0842,                0.66363,                0.46154,                0.54065,                 0.3392,                 1.2596,                0.76483,                0.90061,             0.00037943,             0.00037943,             0.00037943
                    167,                0.90166,                0.68131,                0.95634,                0.66363,                0.46154,                0.54065,                 0.3392,                 1.2596,                0.76483,                0.90061,             0.00037668,             0.00037668,             0.00037668
                    168,                0.93804,                 0.6946,                0.98505,                0.92176,                0.46154,                0.58641,                0.37759,                 1.2284,                0.74511,                0.89076,             0.00037393,             0.00037393,             0.00037393
                    169,                0.86182,                 1.2423,                 1.1979,                0.92176,                0.46154,                0.58641,                0.37759,                 1.2284,                0.74511,                0.89076,             0.00037118,             0.00037118,             0.00037118
                    170,                0.90851,                0.69286,                 1.0255,                0.90699,                0.46154,                0.57707,                0.35231,                 1.2797,                 0.7404,                 0.8878,             0.00036844,             0.00036844,             0.00036844
                    171,                0.89168,                0.71786,                0.90891,                0.90699,                0.46154,                0.57707,                0.35231,                 1.2797,                 0.7404,                 0.8878,             0.00036569,             0.00036569,             0.00036569
                    172,                0.89095,                0.71094,                 1.0653,                 0.8868,                0.46154,                0.62415,                0.37174,                 1.3806,                0.76114,                0.91031,             0.00036294,             0.00036294,             0.00036294
                    173,                 1.1311,                0.98179,                 1.0643,                 0.8868,                0.46154,                0.62415,                0.37174,                 1.3806,                0.76114,                0.91031,             0.00036019,             0.00036019,             0.00036019
                    174,                0.99488,                0.69305,                 1.0247,                0.88964,                0.46154,                0.76198,                0.43357,                 1.4259,                0.76212,                 0.9248,             0.00035744,             0.00035744,             0.00035744
                    175,                0.78073,                0.64095,                0.89642,                0.88964,                0.46154,                0.76198,                0.43357,                 1.4259,                0.76212,                 0.9248,             0.00035469,             0.00035469,             0.00035469
                    176,                0.72175,                 1.0572,                0.94316,                0.70118,                0.71154,                0.64962,                0.39311,                   1.37,                0.75638,                 0.9177,             0.00035194,             0.00035194,             0.00035194
                    177,                0.96724,                0.74646,                0.97697,                0.70118,                0.71154,                0.64962,                0.39311,                   1.37,                0.75638,                 0.9177,             0.00034919,             0.00034919,             0.00034919
                    178,                 1.1243,                0.81099,                0.93692,                0.73687,                0.68831,                0.60573,                0.38392,                 1.2977,                0.76819,                0.90681,             0.00034644,             0.00034644,             0.00034644
                    179,                0.91371,                0.74091,                 1.1202,                0.73687,                0.68831,                0.60573,                0.38392,                 1.2977,                0.76819,                0.90681,              0.0003437,              0.0003437,              0.0003437
                    180,                0.91427,                0.68499,                0.94331,                0.48064,                0.61424,                0.60296,                0.39822,                  1.256,                0.78023,                0.90589,             0.00034095,             0.00034095,             0.00034095
                    181,                0.87647,                0.64854,                0.95208,                0.48064,                0.61424,                0.60296,                0.39822,                  1.256,                0.78023,                0.90589,              0.0003382,              0.0003382,              0.0003382
                    182,                0.88457,                0.67633,                0.93002,                0.43048,                 0.4496,                0.58511,                 0.3727,                 1.2973,                0.79305,                0.92105,             0.00033545,             0.00033545,             0.00033545
                    183,                0.97146,                  1.027,                  1.172,                0.43048,                 0.4496,                0.58511,                 0.3727,                 1.2973,                0.79305,                0.92105,              0.0003327,              0.0003327,              0.0003327
                    184,                0.98752,                0.82189,                 1.0974,                0.42375,                0.44518,                0.56393,                0.35162,                 1.3577,                0.79698,                0.92899,             0.00032995,             0.00032995,             0.00032995
                    185,                  1.218,                 1.2267,                 1.0399,                0.42375,                0.44518,                0.56393,                0.35162,                 1.3577,                0.79698,                0.92899,              0.0003272,              0.0003272,              0.0003272
                    186,                0.81708,                0.67176,                 1.0393,                0.42116,                0.44118,                0.56244,                0.35052,                 1.3361,                0.80188,                0.92333,             0.00032445,             0.00032445,             0.00032445
                    187,                0.84522,                 0.6766,                 1.1898,                0.42116,                0.44118,                0.56244,                0.35052,                 1.3361,                0.80188,                0.92333,              0.0003217,              0.0003217,              0.0003217
                    188,                 1.0178,                 0.8267,                 1.1459,                0.41626,                 0.4359,                0.54445,                0.34419,                 1.3155,                0.80346,                0.91609,             0.00031896,             0.00031896,             0.00031896
                    189,                0.97576,                0.96289,                 1.1317,                0.41626,                 0.4359,                0.54445,                0.34419,                 1.3155,                0.80346,                0.91609,             0.00031621,             0.00031621,             0.00031621
                    190,                 1.0118,                0.75625,                 1.0883,                0.41254,                 0.4359,                0.51617,                0.32374,                 1.3264,                0.80642,                0.91755,             0.00031346,             0.00031346,             0.00031346
                    191,                0.79775,                0.65936,                  1.038,                0.41254,                 0.4359,                0.51617,                0.32374,                 1.3264,                0.80642,                0.91755,             0.00031071,             0.00031071,             0.00031071
                    192,                0.80522,                0.60819,                0.90972,                0.68432,                0.42949,                 0.5123,                0.31689,                 1.3964,                0.81199,                0.93948,             0.00030796,             0.00030796,             0.00030796
                    193,                 0.9788,                0.86183,                 1.1052,                0.68432,                0.42949,                 0.5123,                0.31689,                 1.3964,                0.81199,                0.93948,             0.00030521,             0.00030521,             0.00030521
                    194,                 0.8078,                0.60922,                 1.0111,                0.67793,                0.42949,                0.48451,                0.29587,                 1.4234,                0.86453,                0.95136,             0.00030246,             0.00030246,             0.00030246
                    195,                0.85621,                0.61459,                0.95583,                0.67793,                0.42949,                0.48451,                0.29587,                 1.4234,                0.86453,                0.95136,             0.00029971,             0.00029971,             0.00029971
                    196,                 1.1809,                 1.2899,                 1.0659,                0.67183,                0.43357,                0.45532,                0.27085,                 1.3794,                0.85236,                0.93929,             0.00029696,             0.00029696,             0.00029696
                    197,                0.75314,                0.59192,                0.93532,                0.67183,                0.43357,                0.45532,                0.27085,                 1.3794,                0.85236,                0.93929,             0.00029422,             0.00029422,             0.00029422
                    198,                0.84205,                0.71753,                0.95855,                0.41785,                0.44465,                0.45846,                0.27542,                 1.3613,                0.83091,                0.92739,             0.00029147,             0.00029147,             0.00029147
                    199,                 1.0823,                0.94162,                 1.2831,                0.41785,                0.44465,                0.45846,                0.27542,                 1.3613,                0.83091,                0.92739,             0.00028872,             0.00028872,             0.00028872
                    200,                0.84423,                0.62834,                0.94046,                0.41806,                0.44975,                0.46698,                0.27946,                 1.3657,                0.82683,                0.92706,             0.00028597,             0.00028597,             0.00028597
                    201,                0.92229,                0.76831,                 1.2594,                0.41806,                0.44975,                0.46698,                0.27946,                 1.3657,                0.82683,                0.92706,             0.00028322,             0.00028322,             0.00028322
                    202,                  0.721,                0.53622,                0.85829,                0.67856,                0.44946,                0.47922,                0.27888,                 1.3933,                0.83212,                 0.9371,             0.00028047,             0.00028047,             0.00028047
                    203,                0.88005,                0.76412,                 1.0937,                0.67856,                0.44946,                0.47922,                0.27888,                 1.3933,                0.83212,                 0.9371,             0.00027772,             0.00027772,             0.00027772
                    204,                0.79205,                0.63677,                0.93347,                0.93335,                0.45381,                0.47311,                0.27096,                 1.4755,                0.84568,                0.96155,             0.00027497,             0.00027497,             0.00027497
                    205,                0.90833,                0.71074,                0.96612,                0.93335,                0.45381,                0.47311,                0.27096,                 1.4755,                0.84568,                0.96155,             0.00027222,             0.00027222,             0.00027222
                    206,                  1.055,                0.81899,                 1.0873,                0.93454,                0.45363,                0.49095,                0.28712,                 1.4767,                0.83808,                0.96172,             0.00026948,             0.00026948,             0.00026948
                    207,                0.83128,                0.64686,                 1.0399,                0.93454,                0.45363,                0.49095,                0.28712,                 1.4767,                0.83808,                0.96172,             0.00026673,             0.00026673,             0.00026673
                    208,                0.92272,                0.62225,                0.91223,                0.94395,                0.45588,                0.49988,                0.29856,                 1.3903,                0.80962,                0.93582,             0.00026398,             0.00026398,             0.00026398
                    209,                0.91767,                0.75729,                 1.1432,                0.94395,                0.45588,                0.49988,                0.29856,                 1.3903,                0.80962,                0.93582,             0.00026123,             0.00026123,             0.00026123
                    210,                0.76263,                0.66533,                0.94435,                0.92836,                0.44893,                0.49658,                0.29486,                 1.3506,                0.77783,                0.92262,             0.00025848,             0.00025848,             0.00025848
                    211,                0.81795,                0.54838,                0.91558,                0.92836,                0.44893,                0.49658,                0.29486,                 1.3506,                0.77783,                0.92262,             0.00025573,             0.00025573,             0.00025573
                    212,                0.87739,                0.66906,                0.95385,                0.92154,                0.44872,                0.46651,                 0.2661,                 1.4011,                0.80395,                0.92798,             0.00025298,             0.00025298,             0.00025298
                    213,                0.95053,                0.69582,                 1.1716,                0.92154,                0.44872,                0.46651,                 0.2661,                 1.4011,                0.80395,                0.92798,             0.00025023,             0.00025023,             0.00025023
                    214,                0.87834,                0.66376,                 1.1506,                0.93971,                 0.4359,                0.46951,                 0.2686,                 1.4462,                0.81083,                0.94462,             0.00024748,             0.00024748,             0.00024748
                    215,                0.77693,                0.63388,                0.92998,                0.93971,                 0.4359,                0.46951,                 0.2686,                 1.4462,                0.81083,                0.94462,             0.00024474,             0.00024474,             0.00024474
                    216,                 1.0033,                0.84825,                0.98661,                0.93963,                 0.4359,                  0.473,                0.27089,                 1.4341,                0.81448,                0.94113,             0.00024199,             0.00024199,             0.00024199
                    217,                0.70472,                0.55675,                 1.0256,                0.93963,                 0.4359,                  0.473,                0.27089,                 1.4341,                0.81448,                0.94113,             0.00023924,             0.00023924,             0.00023924
                    218,                0.96364,                0.75399,                0.97786,                0.93488,                0.43798,                0.48487,                0.28192,                  1.384,                0.81084,                0.92384,             0.00023649,             0.00023649,             0.00023649
                    219,                0.86182,                0.58369,                0.92188,                0.93488,                0.43798,                0.48487,                0.28192,                  1.384,                0.81084,                0.92384,             0.00023374,             0.00023374,             0.00023374
                    220,                0.72614,                0.60696,                 1.0629,                0.93218,                0.44142,                0.50936,                0.30727,                 1.3508,                0.81289,                0.91963,             0.00023099,             0.00023099,             0.00023099
                    221,                0.81909,                 0.6148,                 1.0512,                0.93218,                0.44142,                0.50936,                0.30727,                 1.3508,                0.81289,                0.91963,             0.00022824,             0.00022824,             0.00022824
                    222,                0.92868,                0.79347,                0.93841,                0.93133,                0.44449,                0.51558,                0.30736,                 1.3687,                 0.8097,                0.93585,             0.00022549,             0.00022549,             0.00022549
                    223,                 1.0031,                 0.8789,                 1.2571,                0.93133,                0.44449,                0.51558,                0.30736,                 1.3687,                 0.8097,                0.93585,             0.00022274,             0.00022274,             0.00022274
                    224,                0.75232,                0.55098,                0.98014,                0.93112,                 0.4448,                0.52206,                0.31148,                 1.4089,                0.80981,                0.95139,                0.00022,                0.00022,                0.00022
                    225,                0.77675,                 0.6586,                  1.064,                0.93112,                 0.4448,                0.52206,                0.31148,                 1.4089,                0.80981,                0.95139,             0.00021725,             0.00021725,             0.00021725
                    226,                 0.7291,                0.53572,                0.94636,                0.91862,                0.46154,                0.54449,                0.32843,                 1.4157,                0.79227,                0.95604,              0.0002145,              0.0002145,              0.0002145
                    227,                0.77127,                0.62143,                 1.0729,                0.91862,                0.46154,                0.54449,                0.32843,                 1.4157,                0.79227,                0.95604,             0.00021175,             0.00021175,             0.00021175
                    228,                0.89234,                 0.7303,                 1.0778,                0.92669,                 0.4471,                0.55047,                0.33786,                 1.3691,                0.78333,                0.94294,               0.000209,               0.000209,               0.000209
                    229,                0.86705,                0.67719,                 1.0567,                0.92669,                 0.4471,                0.55047,                0.33786,                 1.3691,                0.78333,                0.94294,             0.00020625,             0.00020625,             0.00020625
                    230,                0.87414,                0.66449,                 1.1565,                0.92084,                0.44231,                0.54559,                0.34029,                 1.3253,                0.76761,                0.93437,              0.0002035,              0.0002035,              0.0002035
                    231,                0.79345,                0.59008,                 1.1117,                0.92084,                0.44231,                0.54559,                0.34029,                 1.3253,                0.76761,                0.93437,             0.00020075,             0.00020075,             0.00020075
                    232,                0.88053,                0.70949,                 1.2753,                0.92058,                 0.4359,                0.56801,                0.35144,                 1.3085,                0.78141,                 0.9265,               0.000198,               0.000198,               0.000198
                    233,                0.99894,                0.75782,                 0.8989,                0.92058,                 0.4359,                0.56801,                0.35144,                 1.3085,                0.78141,                 0.9265,             0.00019526,             0.00019526,             0.00019526
                    234,                0.84592,                0.66818,                 1.0545,                0.92652,                0.45513,                0.56878,                0.34801,                 1.3268,                0.79486,                0.92797,             0.00019251,             0.00019251,             0.00019251
                    235,                0.71539,                0.57744,                 1.0427,                0.92652,                0.45513,                0.56878,                0.34801,                 1.3268,                0.79486,                0.92797,             0.00018976,             0.00018976,             0.00018976
                    236,                0.72263,                0.60832,                0.90405,                0.67663,                0.45513,                0.54665,                0.33225,                 1.3577,                0.79902,                0.93501,             0.00018701,             0.00018701,             0.00018701
                    237,                0.78629,                0.59385,                0.94615,                0.67663,                0.45513,                0.54665,                0.33225,                 1.3577,                0.79902,                0.93501,             0.00018426,             0.00018426,             0.00018426
                    238,                0.86498,                0.64931,                0.98419,                0.68104,                0.45513,                0.56139,                0.34203,                 1.3833,                0.79026,                0.93922,             0.00018151,             0.00018151,             0.00018151
                    239,                0.80647,                0.63798,                 0.9357,                0.68104,                0.45513,                0.56139,                0.34203,                 1.3833,                0.79026,                0.93922,             0.00017876,             0.00017876,             0.00017876
                    240,                 0.7754,                0.60859,                 1.0122,                0.67722,                0.45036,                0.54223,                0.32925,                 1.4086,                0.79706,                0.94264,             0.00017601,             0.00017601,             0.00017601
                    241,                0.80256,                0.76456,                 1.0522,                0.67722,                0.45036,                0.54223,                0.32925,                 1.4086,                0.79706,                0.94264,             0.00017326,             0.00017326,             0.00017326
                    242,                0.73407,                0.56934,                 1.0549,                0.67572,                0.44284,                0.55368,                0.33499,                 1.4084,                0.79953,                0.94228,             0.00017052,             0.00017052,             0.00017052
                    243,                0.80088,                0.59627,                 1.1473,                0.67572,                0.44284,                0.55368,                0.33499,                 1.4084,                0.79953,                0.94228,             0.00016777,             0.00016777,             0.00016777
                    244,                0.77168,                0.69779,                0.91993,                0.68065,                0.44087,                0.55888,                0.34551,                 1.3629,                0.80981,                0.92576,             0.00016502,             0.00016502,             0.00016502
                    245,                0.91385,                0.79314,                 1.3271,                0.68065,                0.44087,                0.55888,                0.34551,                 1.3629,                0.80981,                0.92576,             0.00016227,             0.00016227,             0.00016227
                    246,                0.75864,                0.54697,                 0.9374,                0.92371,                0.44231,                0.56442,                0.35532,                 1.3421,                0.81753,                0.91851,             0.00015952,             0.00015952,             0.00015952
                    247,                0.72227,                0.53161,                  0.913,                0.92371,                0.44231,                0.56442,                0.35532,                 1.3421,                0.81753,                0.91851,             0.00015677,             0.00015677,             0.00015677
                    248,                0.86502,                0.67203,                  1.024,                0.92435,                0.44231,                0.56105,                0.35466,                 1.3321,                0.82336,                0.91976,             0.00015402,             0.00015402,             0.00015402
                    249,                0.78949,                0.55746,                0.91737,                0.92435,                0.44231,                0.56105,                0.35466,                 1.3321,                0.82336,                0.91976,             0.00015127,             0.00015127,             0.00015127
                    250,                0.79006,                0.56038,                0.91404,                0.92601,                0.44231,                0.54942,                 0.3436,                 1.3198,                0.81468,                 0.9239,             0.00014852,             0.00014852,             0.00014852
                    251,                 0.9516,                 1.1621,                 1.2319,                0.92601,                0.44231,                0.54942,                 0.3436,                 1.3198,                0.81468,                 0.9239,             0.00014577,             0.00014577,             0.00014577
                    252,                0.72922,                0.62267,                  0.908,                0.93479,                0.44872,                0.53264,                0.33176,                 1.3078,                0.80223,                  0.924,             0.00014303,             0.00014303,             0.00014303
                    253,                0.73582,                0.55326,                 1.0177,                0.93479,                0.44872,                0.53264,                0.33176,                 1.3078,                0.80223,                  0.924,             0.00014028,             0.00014028,             0.00014028
                    254,                0.96132,                   1.23,                0.90083,                0.93541,                0.44231,                0.52411,                 0.3217,                 1.3158,                0.79509,                0.92932,             0.00013753,             0.00013753,             0.00013753
                    255,                 0.9658,                0.67351,                0.97911,                0.93541,                0.44231,                0.52411,                 0.3217,                 1.3158,                0.79509,                0.92932,             0.00013478,             0.00013478,             0.00013478
                    256,                0.97506,                0.72446,                 1.1888,                0.93816,                0.44231,                0.51592,                0.31739,                 1.3346,                0.80363,                0.93551,             0.00013203,             0.00013203,             0.00013203
                    257,                0.72387,                0.52992,                0.91757,                0.93816,                0.44231,                0.51592,                0.31739,                 1.3346,                0.80363,                0.93551,             0.00012928,             0.00012928,             0.00012928
                    258,                 0.8073,                0.62621,                 1.1451,                0.93929,                0.44231,                0.51994,                 0.3201,                 1.3594,                0.80354,                0.94106,             0.00012653,             0.00012653,             0.00012653
                    259,                0.67871,                0.61864,                0.88039,                0.93929,                0.44231,                0.51994,                 0.3201,                 1.3594,                0.80354,                0.94106,             0.00012378,             0.00012378,             0.00012378
                    260,                0.88693,                0.72582,                 1.2317,                0.94228,                0.44231,                0.51148,                0.31173,                 1.3828,                0.79468,                0.94543,             0.00012103,             0.00012103,             0.00012103
                    261,                0.82291,                0.60587,                 1.0488,                0.94228,                0.44231,                0.51148,                0.31173,                 1.3828,                0.79468,                0.94543,             0.00011829,             0.00011829,             0.00011829
                    262,                 1.0225,                0.90687,                0.98827,                0.94409,                 0.4359,                0.51532,                0.31377,                 1.4001,                0.78525,                 0.9483,             0.00011554,             0.00011554,             0.00011554
                    263,                0.66767,                0.51621,                 0.9228,                0.94409,                 0.4359,                0.51532,                0.31377,                 1.4001,                0.78525,                 0.9483,             0.00011279,             0.00011279,             0.00011279
                    264,                0.70791,                0.53398,                0.90922,                0.94883,                 0.4359,                0.53681,                0.33161,                  1.386,                0.77098,                0.94304,             0.00011004,             0.00011004,             0.00011004
                    265,                0.87812,                0.65998,                 1.0014,                0.94883,                 0.4359,                0.53681,                0.33161,                  1.386,                0.77098,                0.94304,             0.00010729,             0.00010729,             0.00010729
                    266,                0.86461,                 1.0283,                 1.1755,                0.94449,                 0.4359,                0.54825,                0.33783,                 1.3667,                0.76726,                0.93749,             0.00010454,             0.00010454,             0.00010454
                    267,                0.77564,                0.65288,                0.93132,                0.94449,                 0.4359,                0.54825,                0.33783,                 1.3667,                0.76726,                0.93749,             0.00010179,             0.00010179,             0.00010179
                    268,                0.76118,                0.56778,                 1.0336,                0.92072,                0.44497,                0.56783,                0.35056,                 1.3448,                0.76648,                0.93044,             9.9044e-05,             9.9044e-05,             9.9044e-05
                    269,                 0.7461,                 0.5374,                  1.136,                0.92072,                0.44497,                0.56783,                0.35056,                 1.3448,                0.76648,                0.93044,             9.6295e-05,             9.6295e-05,             9.6295e-05
                    270,                0.81947,                0.95424,                 1.0497,                0.92136,                0.44752,                0.54863,                0.33171,                 1.3437,                0.76825,                0.92842,             9.3546e-05,             9.3546e-05,             9.3546e-05
                    271,                0.71872,                0.59677,                 1.0027,                0.92136,                0.44752,                0.54863,                0.33171,                 1.3437,                0.76825,                0.92842,             9.0797e-05,             9.0797e-05,             9.0797e-05
                    272,                0.69141,                0.50092,                0.90605,                0.91578,                0.45111,                0.56145,                0.33953,                 1.3558,                0.77732,                0.93087,             8.8048e-05,             8.8048e-05,             8.8048e-05
                    273,                0.78725,                0.67187,                 1.0165,                0.91578,                0.45111,                0.56145,                0.33953,                 1.3558,                0.77732,                0.93087,             8.5299e-05,             8.5299e-05,             8.5299e-05
                    274,                0.88969,                 0.5888,                  1.004,                0.91593,                0.45131,                0.55128,                0.32946,                 1.3725,                0.78514,                0.93671,              8.255e-05,              8.255e-05,              8.255e-05
                    275,                0.81567,                0.64812,                 1.0375,                0.91593,                0.45131,                0.55128,                0.32946,                 1.3725,                0.78514,                0.93671,             7.9801e-05,             7.9801e-05,             7.9801e-05
