                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     26,                 1.6475,                 1.6192,                 0.9303,                0.41528,                 0.4942,                0.37104,                0.20077,                 1.7293,                 3.2034,                0.90663,             0.00015671,             0.00015671,             0.00015671
                     27,                 1.6498,                 1.4443,                0.91248,                0.49085,                0.52095,                0.38834,                0.21224,                 1.7315,                 2.9845,                0.91301,             0.00016083,             0.00016083,             0.00016083
                     28,                 1.5513,                 1.3501,                0.92241,                0.49085,                0.52095,                0.38834,                0.21224,                 1.7315,                 2.9845,                0.91301,             0.00016479,             0.00016479,             0.00016479
                     29,                  1.625,                 1.4166,                0.92509,                0.52593,                0.49238,                0.40397,                0.23004,                 1.7468,                  2.791,                0.92515,             0.00016859,             0.00016859,             0.00016859
                     30,                 1.7717,                 1.4716,                0.93823,                0.52593,                0.49238,                0.40397,                0.23004,                 1.7468,                  2.791,                0.92515,             0.00017222,             0.00017222,             0.00017222
                     31,                 1.6056,                 1.3402,                0.92536,                0.48975,                0.73233,                0.37543,                0.22066,                 1.7457,                 2.5751,                0.92983,             0.00017568,             0.00017568,             0.00017568
                     32,                 1.5184,                  1.438,                0.89008,                0.48975,                0.73233,                0.37543,                0.22066,                 1.7457,                 2.5751,                0.92983,             0.00017898,             0.00017898,             0.00017898
                     33,                 1.5688,                  1.231,                0.90189,                0.58302,                 0.6638,                0.43926,                  0.264,                 1.6964,                 2.2628,                0.91782,             0.00018211,             0.00018211,             0.00018211
                     34,                 1.5378,                 1.2175,                0.88201,                0.58302,                 0.6638,                0.43926,                  0.264,                 1.6964,                 2.2628,                0.91782,             0.00018508,             0.00018508,             0.00018508
                     35,                 1.5408,                 1.2501,                0.89552,                0.66326,                0.67372,                0.53901,                0.30541,                 1.6758,                 2.1583,                0.91696,             0.00018789,             0.00018789,             0.00018789
                     36,                 1.4205,                 1.0938,                0.87218,                0.66326,                0.67372,                0.53901,                0.30541,                 1.6758,                 2.1583,                0.91696,             0.00019053,             0.00019053,             0.00019053
                     37,                 1.4251,                 1.0728,                0.86423,                0.61711,                0.65805,                0.53876,                0.31113,                 1.6732,                 2.1906,                0.91865,               0.000193,               0.000193,               0.000193
                     38,                 1.3586,                 1.1123,                0.87374,                0.61711,                0.65805,                0.53876,                0.31113,                 1.6732,                 2.1906,                0.91865,             0.00019531,             0.00019531,             0.00019531
                     39,                 1.4434,                 1.1442,                0.87786,                0.62696,                0.64336,                0.54078,                0.31143,                 1.6683,                 2.1412,                0.92847,             0.00019746,             0.00019746,             0.00019746
                     40,                 1.5552,                 1.2491,                0.87358,                0.62696,                0.64336,                0.54078,                0.31143,                 1.6683,                 2.1412,                0.92847,             0.00019944,             0.00019944,             0.00019944
                     41,                 1.4641,                 1.1385,                0.88351,                0.63621,                0.65583,                 0.5499,                   0.34,                 1.6331,                 2.0461,                0.93831,             0.00020125,             0.00020125,             0.00020125
                     42,                 1.4847,                 1.1929,                0.88232,                0.63621,                0.65583,                 0.5499,                   0.34,                 1.6331,                 2.0461,                0.93831,              0.0002029,              0.0002029,              0.0002029
                     43,                  1.437,                 1.1136,                0.86834,                 0.6287,                0.66628,                0.57728,                0.35102,                  1.552,                 1.9571,                0.94448,             0.00020439,             0.00020439,             0.00020439
                     44,                 1.4444,                 1.0233,                0.86086,                 0.6287,                0.66628,                0.57728,                0.35102,                  1.552,                 1.9571,                0.94448,             0.00020571,             0.00020571,             0.00020571
                     45,                 1.4736,                 1.0819,                0.85785,                0.59866,                 0.6296,                0.56844,                0.34489,                 1.5487,                 1.9364,                 0.9434,             0.00020686,             0.00020686,             0.00020686
                     46,                 1.3946,                  1.036,                0.85879,                0.59866,                 0.6296,                0.56844,                0.34489,                 1.5487,                 1.9364,                 0.9434,             0.00020785,             0.00020785,             0.00020785
                     47,                 1.2433,                0.91538,                0.85416,                0.67007,                0.48178,                0.56043,                 0.3054,                 1.6068,                 1.9812,                0.95166,             0.00020868,             0.00020868,             0.00020868
                     48,                 1.4894,                 1.1255,                 0.8742,                0.67007,                0.48178,                0.56043,                 0.3054,                 1.6068,                 1.9812,                0.95166,             0.00020934,             0.00020934,             0.00020934
                     49,                 1.2638,                0.91875,                0.85311,                0.55734,                0.74425,                0.58002,                0.30845,                 1.5724,                 1.9052,                0.94779,             0.00020984,             0.00020984,             0.00020984
                     50,                  1.265,                0.94811,                 0.8495,                0.55734,                0.74425,                0.58002,                0.30845,                 1.5724,                 1.9052,                0.94779,             0.00021017,             0.00021017,             0.00021017
                     51,                 1.2872,                0.93391,                0.84911,                0.56729,                0.74286,                0.58028,                0.33159,                 1.5041,                 1.6995,                0.95101,             0.00021033,             0.00021033,             0.00021033
                     52,                 1.1761,                0.88656,                0.85293,                0.56729,                0.74286,                0.58028,                0.33159,                 1.5041,                 1.6995,                0.95101,             0.00021033,             0.00021033,             0.00021033
                     53,                 1.3622,                0.95204,                0.87174,                0.56729,                0.74286,                0.58028,                0.33159,                 1.5041,                 1.6995,                0.95101,             0.00021017,             0.00021017,             0.00021017
                     54,                 1.3283,                0.96214,                0.87374,                0.59588,                0.71678,                0.58246,                0.34546,                 1.5345,                 1.6682,                0.95586,             0.00020984,             0.00020984,             0.00020984
                     55,                 1.3596,                0.98101,                 0.8748,                0.59588,                0.71678,                0.58246,                0.34546,                 1.5345,                 1.6682,                0.95586,             0.00020935,             0.00020935,             0.00020935
                     56,                 1.2757,                0.94232,                0.86498,                0.59588,                0.71678,                0.58246,                0.34546,                 1.5345,                 1.6682,                0.95586,             0.00020869,             0.00020869,             0.00020869
                     57,                 1.3651,                0.94548,                0.84907,                 0.6851,                0.60361,                0.58522,                0.33075,                 1.6589,                 1.6942,                 0.9699,             0.00020786,             0.00020786,             0.00020786
                     58,                 1.3918,                0.98129,                0.86783,                 0.6851,                0.60361,                0.58522,                0.33075,                 1.6589,                 1.6942,                 0.9699,             0.00020687,             0.00020687,             0.00020687
                     59,                 1.3406,                0.95991,                0.85243,                 0.6851,                0.60361,                0.58522,                0.33075,                 1.6589,                 1.6942,                 0.9699,             0.00020572,             0.00020572,             0.00020572
                     60,                 1.3271,                0.96888,                0.87342,                0.66992,                0.70606,                0.58347,                0.33449,                 1.6606,                 1.7082,                0.96724,              0.0002044,              0.0002044,              0.0002044
                     61,                 1.1708,                0.83819,                0.83334,                0.66992,                0.70606,                0.58347,                0.33449,                 1.6606,                 1.7082,                0.96724,             0.00020292,             0.00020292,             0.00020292
                     62,                 1.2617,                0.90028,                0.83834,                0.66992,                0.70606,                0.58347,                0.33449,                 1.6606,                 1.7082,                0.96724,             0.00020127,             0.00020127,             0.00020127
                     63,                 1.5042,                 1.0709,                0.87605,                0.61687,                0.74914,                 0.6056,                0.35825,                 1.5737,                 1.6792,                0.95632,             0.00019946,             0.00019946,             0.00019946
                     64,                 1.3058,                 0.9258,                0.86121,                0.61687,                0.74914,                 0.6056,                0.35825,                 1.5737,                 1.6792,                0.95632,             0.00019748,             0.00019748,             0.00019748
                     65,                 1.3585,                0.92253,                0.83417,                0.61687,                0.74914,                 0.6056,                0.35825,                 1.5737,                 1.6792,                0.95632,             0.00019534,             0.00019534,             0.00019534
                     66,                 1.3914,                 1.0167,                0.85572,                0.61283,                0.73511,                0.60945,                0.38305,                  1.545,                 1.6203,                0.95224,             0.00019303,             0.00019303,             0.00019303
                     67,                 1.2501,                0.86573,                0.84466,                0.61283,                0.73511,                0.60945,                0.38305,                  1.545,                 1.6203,                0.95224,             0.00019055,             0.00019055,             0.00019055
                     68,                 1.2516,                0.88294,                0.85153,                0.61283,                0.73511,                0.60945,                0.38305,                  1.545,                 1.6203,                0.95224,             0.00018792,             0.00018792,             0.00018792
                     69,                 1.3176,                0.89586,                 0.8645,                0.59359,                0.73344,                0.60333,                0.36932,                  1.503,                 1.5949,                0.95123,             0.00018511,             0.00018511,             0.00018511
                     70,                 1.3121,                0.88126,                0.84119,                0.59359,                0.73344,                0.60333,                0.36932,                  1.503,                 1.5949,                0.95123,             0.00018214,             0.00018214,             0.00018214
                     71,                 1.3539,                0.94163,                0.85978,                0.59359,                0.73344,                0.60333,                0.36932,                  1.503,                 1.5949,                0.95123,             0.00017901,             0.00017901,             0.00017901
                     72,                 1.2724,                 0.8714,                0.84958,                0.57291,                0.74286,                0.54148,                0.32848,                 1.5018,                 1.5599,                0.94913,             0.00017571,             0.00017571,             0.00017571
                     73,                 1.1962,                0.78805,                0.83383,                0.57291,                0.74286,                0.54148,                0.32848,                 1.5018,                 1.5599,                0.94913,             0.00017225,             0.00017225,             0.00017225
                     74,                 1.2651,                0.94636,                0.86651,                0.57291,                0.74286,                0.54148,                0.32848,                 1.5018,                 1.5599,                0.94913,             0.00016862,             0.00016862,             0.00016862
                     75,                 1.2343,                0.84113,                0.85534,                0.54474,                0.75429,                0.53566,                0.32182,                 1.5522,                 1.5357,                0.95596,             0.00016483,             0.00016483,             0.00016483
                     76,                 1.2223,                0.85248,                0.84898,                0.54474,                0.75429,                0.53566,                0.32182,                 1.5522,                 1.5357,                0.95596,             0.00016087,             0.00016087,             0.00016087
                     77,                 1.0785,                0.77984,                0.82952,                0.54474,                0.75429,                0.53566,                0.32182,                 1.5522,                 1.5357,                0.95596,             0.00015675,             0.00015675,             0.00015675
                     78,                 1.2212,                0.84549,                0.83892,                0.51715,                0.73135,                 0.5364,                 0.3159,                 1.5689,                 1.5249,                0.95393,             0.00015246,             0.00015246,             0.00015246
                     79,                 1.4057,                0.93366,                 0.8569,                0.51715,                0.73135,                 0.5364,                 0.3159,                 1.5689,                 1.5249,                0.95393,             0.00014801,             0.00014801,             0.00014801
                     80,                 1.3171,                0.87615,                0.85709,                0.51715,                0.73135,                 0.5364,                 0.3159,                 1.5689,                 1.5249,                0.95393,             0.00014339,             0.00014339,             0.00014339
                     81,                 1.2668,                0.81904,                0.83354,                0.80186,                0.49869,                 0.5027,                0.29314,                   1.61,                 1.5323,                0.95692,             0.00013861,             0.00013861,             0.00013861
                     82,                 1.1135,                 0.7764,                0.83008,                0.80186,                0.49869,                 0.5027,                0.29314,                   1.61,                 1.5323,                0.95692,             0.00013366,             0.00013366,             0.00013366
                     83,                 1.1717,                0.82221,                0.84337,                0.80186,                0.49869,                 0.5027,                0.29314,                   1.61,                 1.5323,                0.95692,             0.00012855,             0.00012855,             0.00012855
                     84,                 1.2104,                0.83956,                0.83253,                0.51748,                0.71487,                0.53388,                0.31933,                 1.6325,                 1.5113,                 0.9573,             0.00012327,             0.00012327,             0.00012327
                     85,                 1.1836,                0.79145,                0.85997,                0.51748,                0.71487,                0.53388,                0.31933,                 1.6325,                 1.5113,                 0.9573,             0.00011783,             0.00011783,             0.00011783
                     86,                 1.1924,                0.80323,                0.83979,                0.51748,                0.71487,                0.53388,                0.31933,                 1.6325,                 1.5113,                 0.9573,             0.00011223,             0.00011223,             0.00011223
                     87,                 1.2398,                0.80584,                0.85111,                0.51748,                0.71487,                0.53388,                0.31933,                 1.6325,                 1.5113,                 0.9573,             0.00010645,             0.00010645,             0.00010645
                     88,                 1.2234,                0.79858,                0.83555,                0.53352,                0.72678,                0.53369,                0.32348,                 1.6006,                 1.4867,                0.95109,             0.00010052,             0.00010052,             0.00010052
                     89,                 1.0602,                 0.7318,                0.83798,                0.53352,                0.72678,                0.53369,                0.32348,                 1.6006,                 1.4867,                0.95109,             9.4416e-05,             9.4416e-05,             9.4416e-05
                     90,                 1.1134,                 0.7516,                0.83423,                0.53352,                0.72678,                0.53369,                0.32348,                 1.6006,                 1.4867,                0.95109,             8.8149e-05,             8.8149e-05,             8.8149e-05
                     91,                 1.2456,                 0.9162,                0.84097,                0.53352,                0.72678,                0.53369,                0.32348,                 1.6006,                 1.4867,                0.95109,             8.1717e-05,             8.1717e-05,             8.1717e-05
                     92,                 1.1843,                0.82582,                0.84721,                0.53706,                0.71367,                0.53467,                0.32818,                 1.5636,                 1.4628,                0.94298,             7.5121e-05,             7.5121e-05,             7.5121e-05
                     93,                 1.2058,                0.90968,                0.82106,                0.53706,                0.71367,                0.53467,                0.32818,                 1.5636,                 1.4628,                0.94298,             6.8359e-05,             6.8359e-05,             6.8359e-05
                     94,                 1.1464,                0.82445,                0.84403,                0.53706,                0.71367,                0.53467,                0.32818,                 1.5636,                 1.4628,                0.94298,             6.1433e-05,             6.1433e-05,             6.1433e-05
                     95,                 1.1591,                0.82998,                0.84456,                0.53706,                0.71367,                0.53467,                0.32818,                 1.5636,                 1.4628,                0.94298,             5.4342e-05,             5.4342e-05,             5.4342e-05
                     96,                 1.1879,                0.92006,                0.83353,                 0.5451,                 0.7134,                0.53738,                0.34632,                  1.535,                  1.466,                0.93713,             4.7085e-05,             4.7085e-05,             4.7085e-05
                     97,                 1.1485,                0.80913,                0.85233,                 0.5451,                 0.7134,                0.53738,                0.34632,                  1.535,                  1.466,                0.93713,             3.9664e-05,             3.9664e-05,             3.9664e-05
                     98,                 1.1766,                0.86002,                0.84205,                 0.5451,                 0.7134,                0.53738,                0.34632,                  1.535,                  1.466,                0.93713,             3.2078e-05,             3.2078e-05,             3.2078e-05
                     99,                  1.174,                0.84902,                0.85915,                 0.5451,                 0.7134,                0.53738,                0.34632,                  1.535,                  1.466,                0.93713,             2.4327e-05,             2.4327e-05,             2.4327e-05
                    100,                  1.159,                0.83376,                0.83677,                0.78028,                 0.4875,                0.50715,                 0.3284,                 1.5201,                 1.4753,                0.93144,             1.6411e-05,             1.6411e-05,             1.6411e-05
