                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     17,                 1.6674,                 1.8449,                 1.2311,                0.57543,                 0.4734,                  0.401,                0.24029,                 1.6392,                 8.6187,                0.97818,             0.00012624,             0.00012624,             0.00012624
                     18,                 1.6335,                 1.8247,                 1.1243,                0.57543,                 0.4734,                  0.401,                0.24029,                 1.6392,                 8.6187,                0.97818,             0.00013367,             0.00013367,             0.00013367
                     19,                 1.8621,                 2.0865,                 1.2711,                0.54017,                 0.4902,                0.44803,                0.26396,                  1.701,                 6.6577,                 1.0151,             0.00014103,             0.00014103,             0.00014103
                     20,                 1.8188,                 1.9553,                 1.2327,                0.54017,                 0.4902,                0.44803,                0.26396,                  1.701,                 6.6577,                 1.0151,             0.00014835,             0.00014835,             0.00014835
                     21,                 1.6309,                 1.7126,                 1.2053,                0.52525,                0.42843,                0.41807,                0.23303,                 1.6746,                 5.4803,                 1.0292,              0.0001556,              0.0001556,              0.0001556
                     22,                  1.531,                 1.7477,                 0.9573,                0.52525,                0.42843,                0.41807,                0.23303,                 1.6746,                 5.4803,                 1.0292,             0.00016281,             0.00016281,             0.00016281
                     23,                  1.511,                 1.7006,                 1.3184,                0.50952,                0.54902,                0.49041,                0.28884,                 1.6246,                 5.0381,                 1.0332,             0.00016996,             0.00016996,             0.00016996
                     24,                 1.7054,                 1.8721,                 1.2826,                0.50952,                0.54902,                0.49041,                0.28884,                 1.6246,                 5.0381,                 1.0332,             0.00017705,             0.00017705,             0.00017705
                     25,                 1.5604,                   1.78,                 1.2608,                0.69179,                0.57843,                 0.6133,                0.36386,                 1.5452,                 4.6549,                  1.026,             0.00018409,             0.00018409,             0.00018409
                     26,                 1.6131,                 1.5078,                 1.1764,                0.69179,                0.57843,                 0.6133,                0.36386,                 1.5452,                 4.6549,                  1.026,             0.00019107,             0.00019107,             0.00019107
                     27,                 1.4664,                 1.7777,                0.99894,                0.55792,                0.83333,                0.66727,                 0.4225,                 1.5235,                 4.3024,                 1.0294,               0.000198,               0.000198,               0.000198
                     28,                 1.6178,                 1.6435,                    1.1,                0.55792,                0.83333,                0.66727,                 0.4225,                 1.5235,                 4.3024,                 1.0294,             0.00020487,             0.00020487,             0.00020487
                     29,                  1.473,                 1.7351,                 1.3804,                0.83008,                  0.766,                0.80205,                0.50462,                 1.5121,                 3.4569,                 1.0024,             0.00021169,             0.00021169,             0.00021169
                     30,                 1.5849,                 1.6557,                 1.1357,                0.83008,                  0.766,                0.80205,                0.50462,                 1.5121,                 3.4569,                 1.0024,             0.00021845,             0.00021845,             0.00021845
                     31,                 1.5767,                 1.6144,                 1.1712,                0.85832,                0.61403,                0.81994,                0.48466,                 1.5628,                 3.0171,                 1.0148,             0.00022516,             0.00022516,             0.00022516
                     32,                 1.4072,                 1.3935,                 1.1316,                0.85832,                0.61403,                0.81994,                0.48466,                 1.5628,                 3.0171,                 1.0148,             0.00023181,             0.00023181,             0.00023181
                     33,                 1.5339,                 1.5588,                 1.2393,                0.72289,                0.72265,                0.82388,                0.48505,                 1.5306,                 2.6373,                0.97576,             0.00023841,             0.00023841,             0.00023841
                     34,                 1.5809,                 1.7109,                 1.4005,                0.72289,                0.72265,                0.82388,                0.48505,                 1.5306,                 2.6373,                0.97576,             0.00024495,             0.00024495,             0.00024495
                     35,                 1.5926,                 1.7205,                 1.2884,                0.80582,                0.72732,                0.82086,                0.52206,                 1.4437,                 2.2778,                0.93192,             0.00025144,             0.00025144,             0.00025144
                     36,                  1.522,                 1.4329,                 1.1811,                0.80582,                0.72732,                0.82086,                0.52206,                 1.4437,                 2.2778,                0.93192,             0.00025788,             0.00025788,             0.00025788
                     37,                 1.5399,                 1.5463,                 1.0197,                  0.877,                 0.7814,                0.91609,                0.62731,                 1.3384,                 2.2557,                0.91118,             0.00026425,             0.00026425,             0.00026425
                     38,                 1.4543,                 1.3309,                 1.2092,                  0.877,                 0.7814,                0.91609,                0.62731,                 1.3384,                 2.2557,                0.91118,             0.00027058,             0.00027058,             0.00027058
                     39,                 1.4042,                  1.366,                 1.3144,                0.75493,                0.94118,                0.91659,                0.60912,                 1.3589,                  2.284,                0.91147,             0.00027685,             0.00027685,             0.00027685
                     40,                 1.3523,                 1.4177,                 1.1366,                0.75493,                0.94118,                0.91659,                0.60912,                 1.3589,                  2.284,                0.91147,             0.00028306,             0.00028306,             0.00028306
                     41,                 1.3696,                 1.3203,                 1.1953,                0.77831,                0.94118,                0.91347,                0.56124,                 1.3825,                 2.3392,                0.91946,             0.00028922,             0.00028922,             0.00028922
                     42,                 1.3689,                 1.2821,                 1.1668,                0.77831,                0.94118,                0.91347,                0.56124,                 1.3825,                 2.3392,                0.91946,             0.00029532,             0.00029532,             0.00029532
                     43,                  1.434,                 1.4607,                 1.2867,                0.79605,                0.91176,                0.90455,                0.57793,                 1.4004,                 2.1242,                0.91718,             0.00030137,             0.00030137,             0.00030137
                     44,                 1.2264,                 1.1446,                 1.0338,                0.79605,                0.91176,                0.90455,                0.57793,                 1.4004,                 2.1242,                0.91718,             0.00030736,             0.00030736,             0.00030736
                     45,                 1.3338,                 1.1652,                 1.1675,                0.84674,                0.91176,                0.91456,                0.61606,                  1.347,                  1.814,                0.90941,              0.0003133,              0.0003133,              0.0003133
                     46,                 1.3192,                 1.2153,                 1.0704,                0.84674,                0.91176,                0.91456,                0.61606,                  1.347,                  1.814,                0.90941,             0.00031918,             0.00031918,             0.00031918
                     47,                 1.2948,                 1.1446,                0.96743,                0.86986,                0.88604,                0.91791,                0.61477,                 1.4743,                 1.6117,                0.91907,             0.00032501,             0.00032501,             0.00032501
                     48,                 1.5032,                 1.3284,                 1.1666,                0.86986,                0.88604,                0.91791,                0.61477,                 1.4743,                 1.6117,                0.91907,             0.00033079,             0.00033079,             0.00033079
                     49,                 1.3933,                 1.3915,                 1.1297,                0.86066,                 0.7451,                 0.8477,                0.49875,                  1.637,                  1.573,                0.95094,             0.00033651,             0.00033651,             0.00033651
                     50,                 1.4912,                 1.3685,                  1.184,                0.86066,                 0.7451,                 0.8477,                0.49875,                  1.637,                  1.573,                0.95094,             0.00034217,             0.00034217,             0.00034217
                     51,                 1.3705,                 1.1062,                 1.1732,                0.84562,                 0.7451,                0.78625,                0.45493,                 1.7742,                 1.5205,                0.98145,             0.00034778,             0.00034778,             0.00034778
                     52,                  1.249,                 1.0796,                 1.0863,                0.84562,                 0.7451,                0.78625,                0.45493,                 1.7742,                 1.5205,                0.98145,             0.00035333,             0.00035333,             0.00035333
                     53,                  1.293,                 1.1412,                 1.1103,                0.84562,                 0.7451,                0.78625,                0.45493,                 1.7742,                 1.5205,                0.98145,             0.00035883,             0.00035883,             0.00035883
                     54,                 1.3471,                 1.1384,                 1.2146,                0.76187,                 0.7451,                0.79994,                0.46437,                 1.7008,                  1.437,                0.96931,             0.00036427,             0.00036427,             0.00036427
                     55,                 1.2474,                 1.1054,                 1.0525,                0.76187,                 0.7451,                0.79994,                0.46437,                 1.7008,                  1.437,                0.96931,             0.00036966,             0.00036966,             0.00036966
                     56,                 1.2949,                 1.1186,                  1.058,                0.76187,                 0.7451,                0.79994,                0.46437,                 1.7008,                  1.437,                0.96931,               0.000375,               0.000375,               0.000375
                     57,                  1.309,                 1.1745,                 1.2357,                0.71536,                0.66908,                0.81442,                  0.419,                 1.8347,                 1.4029,                0.98462,             0.00038027,             0.00038027,             0.00038027
                     58,                 1.3129,                 1.0888,                 1.1703,                0.71536,                0.66908,                0.81442,                  0.419,                 1.8347,                 1.4029,                0.98462,              0.0003855,              0.0003855,              0.0003855
                     59,                 1.2264,                 1.0904,                 1.0932,                0.71536,                0.66908,                0.81442,                  0.419,                 1.8347,                 1.4029,                0.98462,             0.00039067,             0.00039067,             0.00039067
                     60,                 1.3622,                 1.2778,                 1.1325,                0.75168,                0.75323,                  0.821,                 0.4377,                 1.8497,                 1.2822,                0.99524,             0.00039578,             0.00039578,             0.00039578
                     61,                 1.2762,                  1.064,                 1.0926,                0.75168,                0.75323,                  0.821,                 0.4377,                 1.8497,                 1.2822,                0.99524,             0.00040084,             0.00040084,             0.00040084
                     62,                 1.2926,                 1.1104,                  1.142,                0.75168,                0.75323,                  0.821,                 0.4377,                 1.8497,                 1.2822,                0.99524,             0.00040584,             0.00040584,             0.00040584
                     63,                 1.3526,                 1.2191,                 1.2084,                0.84219,                0.77451,                0.83165,                 0.4226,                  1.785,                 1.3043,                0.98227,             0.00041079,             0.00041079,             0.00041079
                     64,                  1.241,                 1.0742,                 1.0582,                0.84219,                0.77451,                0.83165,                 0.4226,                  1.785,                 1.3043,                0.98227,             0.00041569,             0.00041569,             0.00041569
                     65,                 1.2262,                 1.0299,                 1.1256,                0.84219,                0.77451,                0.83165,                 0.4226,                  1.785,                 1.3043,                0.98227,             0.00042053,             0.00042053,             0.00042053
                     66,                 1.2451,                 1.1126,                 1.1172,                0.90253,                0.77451,                0.85904,                0.46217,                 1.7322,                  1.186,                0.97361,             0.00042531,             0.00042531,             0.00042531
                     67,                 1.1641,                 1.0205,                0.96796,                0.90253,                0.77451,                0.85904,                0.46217,                 1.7322,                  1.186,                0.97361,             0.00043004,             0.00043004,             0.00043004
                     68,                 1.3049,                 1.1274,                 1.1361,                0.90253,                0.77451,                0.85904,                0.46217,                 1.7322,                  1.186,                0.97361,             0.00043471,             0.00043471,             0.00043471
                     69,                 1.3123,                 1.1153,                 1.1767,                0.86323,                0.92993,                0.92288,                0.55327,                 1.5775,                 1.0466,                0.93878,             0.00043933,             0.00043933,             0.00043933
                     70,                 1.2137,                  1.126,                 1.1381,                0.86323,                0.92993,                0.92288,                0.55327,                 1.5775,                 1.0466,                0.93878,             0.00044389,             0.00044389,             0.00044389
                     71,                 1.3776,                 1.1783,                 1.1313,                0.86323,                0.92993,                0.92288,                0.55327,                 1.5775,                 1.0466,                0.93878,              0.0004484,              0.0004484,              0.0004484
                     72,                  1.323,                  1.082,                 1.1092,                0.85287,                0.91176,                0.91437,                0.54038,                 1.5803,                 1.0746,                0.94427,             0.00045286,             0.00045286,             0.00045286
                     73,                 1.2871,                 1.0742,                 1.1886,                0.85287,                0.91176,                0.91437,                0.54038,                 1.5803,                 1.0746,                0.94427,             0.00045726,             0.00045726,             0.00045726
                     74,                 1.2053,                 0.9882,                 1.2014,                0.85287,                0.91176,                0.91437,                0.54038,                 1.5803,                 1.0746,                0.94427,              0.0004616,              0.0004616,              0.0004616
                     75,                 1.1232,                0.89331,                 1.1219,                0.75449,                0.85294,                0.86011,                0.47361,                 1.7844,                  1.195,                0.99106,             0.00046589,             0.00046589,             0.00046589
                     76,                  1.163,                0.96192,                 1.0033,                0.75449,                0.85294,                0.86011,                0.47361,                 1.7844,                  1.195,                0.99106,             0.00047012,             0.00047012,             0.00047012
                     77,                  1.251,                 1.0532,                 1.1963,                0.75449,                0.85294,                0.86011,                0.47361,                 1.7844,                  1.195,                0.99106,              0.0004743,              0.0004743,              0.0004743
                     78,                 1.1659,                0.99168,                 1.0874,                0.78983,                0.89363,                0.86801,                0.48292,                 1.7442,                 1.1166,                0.96817,             0.00047843,             0.00047843,             0.00047843
                     79,                 1.2445,                 1.0752,                 1.2759,                0.78983,                0.89363,                0.86801,                0.48292,                 1.7442,                 1.1166,                0.96817,              0.0004825,              0.0004825,              0.0004825
                     80,                  1.245,                0.99996,                0.95784,                0.78983,                0.89363,                0.86801,                0.48292,                 1.7442,                 1.1166,                0.96817,             0.00048651,             0.00048651,             0.00048651
                     81,                 1.1973,                0.97223,                 1.1146,                0.92502,                0.92316,                0.92636,                0.54251,                 1.4853,                 1.0448,                0.91076,             0.00049047,             0.00049047,             0.00049047
                     82,                 1.2673,                  1.172,                 1.2832,                0.92502,                0.92316,                0.92636,                0.54251,                 1.4853,                 1.0448,                0.91076,             0.00049437,             0.00049437,             0.00049437
                     83,                 1.1389,                  0.926,                 1.0173,                0.92502,                0.92316,                0.92636,                0.54251,                 1.4853,                 1.0448,                0.91076,             0.00049822,             0.00049822,             0.00049822
                     84,                 1.2661,                0.90405,                0.98086,                0.88321,                0.94118,                0.92062,                0.59335,                 1.4863,                 1.2213,                0.90946,             0.00050202,             0.00050202,             0.00050202
                     85,                 1.1901,                0.94759,                0.92841,                0.88321,                0.94118,                0.92062,                0.59335,                 1.4863,                 1.2213,                0.90946,             0.00050576,             0.00050576,             0.00050576
                     86,                 1.3678,                 1.0367,                 1.1191,                0.88321,                0.94118,                0.92062,                0.59335,                 1.4863,                 1.2213,                0.90946,             0.00050944,             0.00050944,             0.00050944
                     87,                  1.099,                  1.121,                 1.1623,                0.88321,                0.94118,                0.92062,                0.59335,                 1.4863,                 1.2213,                0.90946,             0.00051307,             0.00051307,             0.00051307
                     88,                 1.1962,                 1.0384,                 1.1505,                0.74857,                 0.7451,                0.78233,                0.53288,                 1.5365,                 2.0529,                0.93796,             0.00051665,             0.00051665,             0.00051665
                     89,                 1.1336,                0.92737,                  1.095,                0.74857,                 0.7451,                0.78233,                0.53288,                 1.5365,                 2.0529,                0.93796,             0.00052017,             0.00052017,             0.00052017
                     90,                 1.1878,                 1.0614,                 0.9566,                0.74857,                 0.7451,                0.78233,                0.53288,                 1.5365,                 2.0529,                0.93796,             0.00052363,             0.00052363,             0.00052363
                     91,                 1.1566,                0.91824,                0.89855,                0.74857,                 0.7451,                0.78233,                0.53288,                 1.5365,                 2.0529,                0.93796,             0.00052704,             0.00052704,             0.00052704
                     92,                 1.1735,                0.96184,                   1.24,                 0.8382,                0.62524,                0.76888,                0.55769,                 1.4467,                 2.2054,                0.96738,             0.00053039,             0.00053039,             0.00053039
                     93,                 1.1095,                 0.9386,                 1.0968,                 0.8382,                0.62524,                0.76888,                0.55769,                 1.4467,                 2.2054,                0.96738,             0.00053369,             0.00053369,             0.00053369
                     94,                 1.1763,                 1.0318,                 1.1817,                 0.8382,                0.62524,                0.76888,                0.55769,                 1.4467,                 2.2054,                0.96738,             0.00053694,             0.00053694,             0.00053694
                     95,                 1.3622,                 1.2492,                 1.2497,                 0.8382,                0.62524,                0.76888,                0.55769,                 1.4467,                 2.2054,                0.96738,             0.00054013,             0.00054013,             0.00054013
                     96,                 1.0049,                 0.8405,                 1.0816,                0.67552,                0.54902,                0.68692,                0.48673,                 1.3982,                   1.82,                0.96331,             0.00054326,             0.00054326,             0.00054326
                     97,                 1.2506,                 0.9911,                 1.1119,                0.67552,                0.54902,                0.68692,                0.48673,                 1.3982,                   1.82,                0.96331,             0.00054634,             0.00054634,             0.00054634
                     98,                 1.0212,                 0.8588,                 1.0623,                0.67552,                0.54902,                0.68692,                0.48673,                 1.3982,                   1.82,                0.96331,             0.00054937,             0.00054937,             0.00054937
                     99,                 1.1695,                0.91153,                 1.0315,                0.67552,                0.54902,                0.68692,                0.48673,                 1.3982,                   1.82,                0.96331,             0.00055234,             0.00055234,             0.00055234
                    100,                 1.1748,                0.87082,                 1.0694,                0.75729,                 0.6716,                0.74293,                0.50598,                 1.4661,                 1.7831,                 1.0228,             0.00055525,             0.00055525,             0.00055525
                    101,                 1.0477,                 0.8799,                0.97642,                0.75729,                 0.6716,                0.74293,                0.50598,                 1.4661,                 1.7831,                 1.0228,             0.00055811,             0.00055811,             0.00055811
                    102,                 1.0665,                0.85853,                0.99483,                0.75729,                 0.6716,                0.74293,                0.50598,                 1.4661,                 1.7831,                 1.0228,             0.00055536,             0.00055536,             0.00055536
                    103,                 1.1063,                0.87418,                 1.0439,                0.75729,                 0.6716,                0.74293,                0.50598,                 1.4661,                 1.7831,                 1.0228,             0.00055261,             0.00055261,             0.00055261
                    104,                 1.0249,                0.86956,                 1.0578,                0.84107,                0.65686,                0.79106,                0.48724,                 1.5675,                 1.5365,                 1.0528,             0.00054986,             0.00054986,             0.00054986
                    105,                 1.1722,                 0.8645,                0.94786,                0.84107,                0.65686,                0.79106,                0.48724,                 1.5675,                 1.5365,                 1.0528,             0.00054711,             0.00054711,             0.00054711
                    106,                 1.3462,                 1.0459,                 1.0685,                0.84107,                0.65686,                0.79106,                0.48724,                 1.5675,                 1.5365,                 1.0528,             0.00054437,             0.00054437,             0.00054437
                    107,                  1.106,                0.86354,                 1.0693,                0.84107,                0.65686,                0.79106,                0.48724,                 1.5675,                 1.5365,                 1.0528,             0.00054162,             0.00054162,             0.00054162
                    108,                 1.0729,                0.90892,                  1.143,                 0.9505,                0.66987,                0.85784,                0.52192,                 1.6382,                 1.2248,                 1.0316,             0.00053887,             0.00053887,             0.00053887
                    109,                 1.0352,                0.78279,                0.96719,                 0.9505,                0.66987,                0.85784,                0.52192,                 1.6382,                 1.2248,                 1.0316,             0.00053612,             0.00053612,             0.00053612
                    110,                 1.1538,                0.90581,                 1.0702,                 0.9505,                0.66987,                0.85784,                0.52192,                 1.6382,                 1.2248,                 1.0316,             0.00053337,             0.00053337,             0.00053337
                    111,                 1.1493,                0.87904,                 1.0531,                 0.9505,                0.66987,                0.85784,                0.52192,                 1.6382,                 1.2248,                 1.0316,             0.00053062,             0.00053062,             0.00053062
                    112,                 1.1443,                0.83972,                 1.0604,                 0.9276,                0.67407,                0.84888,                0.53234,                  1.632,                 1.1934,                 1.0463,             0.00052787,             0.00052787,             0.00052787
                    113,                 1.0288,                0.71865,                 1.0647,                 0.9276,                0.67407,                0.84888,                0.53234,                  1.632,                 1.1934,                 1.0463,             0.00052512,             0.00052512,             0.00052512
                    114,                  1.086,                0.73982,                0.91626,                 0.9276,                0.67407,                0.84888,                0.53234,                  1.632,                 1.1934,                 1.0463,             0.00052237,             0.00052237,             0.00052237
                    115,                 1.0652,                0.87121,                 1.0604,                 0.9276,                0.67407,                0.84888,                0.53234,                  1.632,                 1.1934,                 1.0463,             0.00051963,             0.00051963,             0.00051963
                    116,                 1.0828,                0.81629,                 1.0543,                0.66021,                0.93478,                0.79026,                0.47697,                 1.5145,                  1.215,                 1.0604,             0.00051688,             0.00051688,             0.00051688
                    117,                 1.0564,                0.90207,                 1.0572,                0.66021,                0.93478,                0.79026,                0.47697,                 1.5145,                  1.215,                 1.0604,             0.00051413,             0.00051413,             0.00051413
                    118,                0.92756,                0.70421,                0.93052,                0.66021,                0.93478,                0.79026,                0.47697,                 1.5145,                  1.215,                 1.0604,             0.00051138,             0.00051138,             0.00051138
                    119,                 1.0339,                0.86119,                0.94327,                0.66021,                0.93478,                0.79026,                0.47697,                 1.5145,                  1.215,                 1.0604,             0.00050863,             0.00050863,             0.00050863
                    120,                 1.0936,                0.82353,                 1.0825,                0.60584,                0.88235,                0.77962,                0.43389,                  1.641,                 1.2307,                 1.0982,             0.00050588,             0.00050588,             0.00050588
                    121,                 1.0594,                0.81236,                0.92199,                0.60584,                0.88235,                0.77962,                0.43389,                  1.641,                 1.2307,                 1.0982,             0.00050313,             0.00050313,             0.00050313
                    122,                 1.1594,                0.93256,                 1.1031,                0.60584,                0.88235,                0.77962,                0.43389,                  1.641,                 1.2307,                 1.0982,             0.00050038,             0.00050038,             0.00050038
                    123,                 1.1715,                0.86378,                 1.0242,                0.60584,                0.88235,                0.77962,                0.43389,                  1.641,                 1.2307,                 1.0982,             0.00049763,             0.00049763,             0.00049763
                    124,                  1.293,                0.95187,                0.91712,                0.69938,                0.90335,                 0.7876,                 0.4688,                 1.5198,                  1.141,                 1.0635,             0.00049489,             0.00049489,             0.00049489
                    125,                 1.2107,                0.93551,                  1.033,                0.69938,                0.90335,                 0.7876,                 0.4688,                 1.5198,                  1.141,                 1.0635,             0.00049214,             0.00049214,             0.00049214
                    126,                 1.0861,                0.84798,                 1.0646,                0.69938,                0.90335,                 0.7876,                 0.4688,                 1.5198,                  1.141,                 1.0635,             0.00048939,             0.00048939,             0.00048939
                    127,                 1.1409,                 0.8441,                 1.0075,                0.69938,                0.90335,                 0.7876,                 0.4688,                 1.5198,                  1.141,                 1.0635,             0.00048664,             0.00048664,             0.00048664
                    128,                 1.0287,                0.79575,                  1.013,                0.69328,                0.91176,                0.79752,                0.52167,                 1.4867,                 1.1073,                  1.037,             0.00048389,             0.00048389,             0.00048389
                    129,                0.95756,                 0.7048,                0.97595,                0.69328,                0.91176,                0.79752,                0.52167,                 1.4867,                 1.1073,                  1.037,             0.00048114,             0.00048114,             0.00048114
                    130,                0.96705,                0.74265,                 1.0107,                0.69328,                0.91176,                0.79752,                0.52167,                 1.4867,                 1.1073,                  1.037,             0.00047839,             0.00047839,             0.00047839
                    131,                 1.1128,                0.81918,                 0.9441,                0.69328,                0.91176,                0.79752,                0.52167,                 1.4867,                 1.1073,                  1.037,             0.00047564,             0.00047564,             0.00047564
                    132,                 1.1261,                0.89276,                 1.1684,                0.65075,                0.91396,                 0.7865,                0.52809,                 1.4585,                 1.1991,                 1.0279,             0.00047289,             0.00047289,             0.00047289
                    133,                 1.0895,                0.84139,                 1.1322,                0.65075,                0.91396,                 0.7865,                0.52809,                 1.4585,                 1.1991,                 1.0279,             0.00047015,             0.00047015,             0.00047015
                    134,                 1.0218,                0.79753,                0.99792,                0.65075,                0.91396,                 0.7865,                0.52809,                 1.4585,                 1.1991,                 1.0279,              0.0004674,              0.0004674,              0.0004674
                    135,                 1.1221,                0.85764,                 1.0223,                0.65075,                0.91396,                 0.7865,                0.52809,                 1.4585,                 1.1991,                 1.0279,             0.00046465,             0.00046465,             0.00046465
                    136,                 1.2977,                0.86093,                 1.0943,                0.75837,                0.90161,                0.81065,                0.50936,                 1.4331,                 1.3302,                 1.0398,              0.0004619,              0.0004619,              0.0004619
                    137,                 1.0764,                0.78866,                 1.0693,                0.75837,                0.90161,                0.81065,                0.50936,                 1.4331,                 1.3302,                 1.0398,             0.00045915,             0.00045915,             0.00045915
                    138,                 1.0532,                0.78884,                 1.1607,                0.75837,                0.90161,                0.81065,                0.50936,                 1.4331,                 1.3302,                 1.0398,              0.0004564,              0.0004564,              0.0004564
